src_ip,dest_ip,src_port,dest_port,protocol,duration,packet_count,byte_count,is_malicious
137.13.243.222,65.43.90.58,33276,518,UDP,31.87,136,47858,0
33.168.185.37,29.191.131.31,10666,6107,TCP,45.64,340,49799,1
210.7.226.206,19.89.69.174,11236,11206,ICMP,8.42,680,83163,0
54.240.21.203,98.131.252.5,26079,60095,ICMP,6.85,444,73460,0
73.110.228.225,122.65.35.105,58154,37440,UDP,32.48,963,33713,1
105.47.193.35,223.102.100.172,33338,28621,UDP,56.04,843,53976,0
76.248.176.100,140.83.27.85,2385,23052,UDP,57.81,356,19858,0
123.255.237.244,233.124.67.241,44686,56247,ICMP,46.64,920,65279,0
243.159.75.83,55.7.41.236,37442,42962,UDP,35.78,73,86046,0
19.225.28.112,50.157.54.158,57008,38276,UDP,49.74,256,40088,1
29.193.160.61,189.196.28.6,49569,46628,ICMP,27.53,503,14875,0
207.141.134.245,163.244.122.119,49452,44796,ICMP,31.6,490,65962,1
51.95.243.18,251.255.184.130,12329,36453,UDP,2.02,875,26099,1
74.252.16.94,65.61.188.233,29763,49817,UDP,47.06,380,2949,0
201.185.163.42,73.97.125.190,58536,27100,UDP,38.87,936,80054,1
150.133.11.66,130.147.110.183,65046,49683,ICMP,28.45,282,16269,1
115.126.26.202,84.170.38.209,17220,10406,UDP,5.46,716,76227,1
19.200.68.53,158.100.33.217,17146,3862,UDP,5.14,784,73800,0
185.181.20.243,228.175.131.38,23754,39063,ICMP,6.34,599,92222,1
251.233.83.112,211.172.67.249,32917,47489,ICMP,53.81,693,15441,0
71.80.56.56,194.94.148.209,35497,65315,ICMP,34.09,731,16753,1
240.236.172.241,119.11.127.245,44974,19124,TCP,18.16,847,55920,0
193.125.191.63,95.140.40.122,41112,44759,UDP,26.03,160,6753,0
82.175.115.229,151.249.151.249,5630,16161,ICMP,45.88,793,15133,1
3.117.26.8,37.123.225.101,40290,14173,UDP,19.51,510,29877,1
211.114.6.244,218.185.81.208,24609,39421,UDP,9.72,436,3611,1
100.10.116.188,143.99.149.188,2041,40136,ICMP,43.14,885,99661,1
68.182.134.122,7.17.170.76,7439,4386,ICMP,36.97,591,59872,0
75.36.2.91,160.238.213.43,39384,14063,TCP,50.94,758,19551,0
62.65.6.243,233.6.85.204,50129,23006,TCP,31.29,560,98285,1
33.13.20.129,224.175.160.192,53766,58173,TCP,40.65,948,1548,0
146.207.209.152,24.195.142.184,37896,71,TCP,12.79,930,19587,1
227.147.29.167,203.4.183.130,4149,5345,UDP,39.96,954,94793,1
175.220.66.246,217.192.113.130,52030,51402,UDP,17.92,680,6097,1
196.1.139.202,173.31.53.196,7428,53729,UDP,51.89,466,86146,1
4.29.217.96,56.122.21.56,55338,58852,UDP,32.96,354,23866,0
214.99.120.66,8.205.219.35,47839,1417,UDP,33.2,349,37821,1
184.205.14.161,38.202.70.146,24952,9431,ICMP,43.6,225,86467,0
228.17.54.91,55.249.2.91,47054,32744,ICMP,34.49,722,67557,0
132.162.229.173,188.53.195.240,8807,32187,ICMP,53.27,880,18260,0
58.6.192.123,217.86.49.108,3737,54961,ICMP,29.24,991,88427,0
230.55.250.154,5.50.132.206,39556,1906,TCP,37.29,467,26261,0
103.13.234.204,144.80.229.75,53085,7519,ICMP,44.54,375,92527,0
204.240.172.16,2.104.14.3,23913,25381,UDP,8.56,927,28630,0
112.234.176.80,160.26.39.106,51336,29078,ICMP,32.41,625,9671,0
73.47.224.218,227.48.111.122,21188,11714,TCP,38.19,127,74463,0
201.13.197.232,100.136.22.196,50528,46971,UDP,53.52,342,86183,0
145.196.207.88,197.219.71.39,53073,36136,TCP,42.36,630,36294,1
106.142.67.105,49.111.62.58,42871,357,TCP,46.14,720,59486,0
100.13.174.145,166.110.201.19,743,20066,UDP,21.21,598,85039,1
119.171.79.94,57.74.54.150,30388,45502,UDP,5.97,349,88856,1
75.232.69.63,10.106.59.74,25321,22618,ICMP,2.29,894,22476,0
20.255.176.50,175.24.42.72,40713,10888,ICMP,39.55,737,41722,0
56.104.101.1,196.241.174.173,52562,47373,UDP,41.83,436,58287,0
152.30.138.185,139.210.190.222,53406,11181,TCP,24.49,808,92751,0
97.204.158.77,239.2.92.54,2691,52269,UDP,19.24,723,96566,0
52.116.111.254,85.38.232.124,16987,21529,UDP,0.73,601,35841,0
163.240.226.194,201.68.121.113,11913,26031,TCP,15.13,339,63136,1
102.201.225.131,13.15.131.117,44500,10968,ICMP,27.71,891,74590,0
203.13.249.174,65.131.207.136,29389,17353,ICMP,53.39,748,40245,1
184.70.22.42,13.28.53.194,59276,45784,ICMP,16.23,637,21853,1
27.56.240.110,197.50.154.155,24043,5494,UDP,42.21,462,16765,0
193.42.185.185,248.149.251.120,40225,19288,UDP,41.43,65,91546,0
58.80.138.182,100.238.71.184,41464,11377,TCP,3.64,763,42468,0
29.247.197.80,172.77.37.245,65239,27535,UDP,32.78,327,86886,1
54.117.125.182,99.147.188.123,32222,39526,UDP,33.91,179,55757,1
244.127.174.195,254.85.255.41,18106,60799,TCP,41.86,78,56179,1
97.134.214.8,31.59.249.206,23848,8488,ICMP,39.89,331,44240,1
243.164.142.137,180.97.43.195,53076,36807,ICMP,53.18,326,1394,0
144.28.64.12,151.231.5.150,22265,40989,UDP,37.94,77,91630,1
158.179.10.248,169.128.7.143,43512,40269,TCP,34.86,210,64132,0
222.102.223.141,41.12.249.152,14753,7154,TCP,6.39,425,8317,0
107.51.29.39,141.61.214.183,57506,60870,UDP,57.6,266,64485,0
38.152.153.133,31.227.218.216,38518,48524,TCP,42.57,466,77991,1
110.94.226.137,80.178.47.41,44787,41039,UDP,56.98,554,70572,0
169.134.245.14,160.89.131.116,57626,25454,TCP,52.08,353,26879,1
187.48.186.160,137.207.93.176,16920,7809,ICMP,21.63,845,99324,1
164.60.118.253,11.174.135.120,2512,20507,TCP,41.45,649,11062,0
41.27.181.54,62.149.12.93,40794,7368,TCP,28.58,143,59649,1
12.11.177.197,169.131.32.119,18208,38452,UDP,23.01,199,57367,0
40.163.105.251,141.203.114.92,43626,10429,TCP,29.79,330,85822,0
142.238.22.73,227.144.241.213,9085,13229,ICMP,55.8,499,65426,1
26.243.123.52,210.40.13.227,52002,13787,ICMP,22.7,74,59608,0
197.36.178.91,163.107.141.225,40767,39143,UDP,13.94,334,89405,0
128.56.249.21,59.88.57.97,26724,30719,UDP,4.75,439,34789,0
35.78.122.129,230.158.249.63,38745,24234,UDP,0.52,787,46147,1
251.152.146.244,246.88.107.129,15121,37804,UDP,10.93,367,11249,1
17.247.153.163,32.221.165.92,35034,29504,TCP,36.5,922,87712,0
167.138.213.141,196.135.14.7,15306,21747,ICMP,40.62,530,96582,1
22.37.105.196,96.116.64.174,5475,26781,UDP,2.53,12,6020,1
199.63.176.240,51.24.194.92,38839,52421,ICMP,50.63,859,99961,0
80.113.116.254,50.199.201.73,15292,42907,UDP,14.56,324,42057,0
142.30.10.7,105.65.21.25,15543,10647,TCP,51.87,459,86442,0
220.157.211.240,201.211.217.73,29591,49630,UDP,42.37,394,14520,0
189.26.153.252,216.3.60.175,28064,5708,ICMP,36.09,848,54756,1
25.113.163.223,41.231.216.208,13847,48450,ICMP,38.73,824,44701,0
38.36.27.155,40.140.177.145,64868,34808,ICMP,32.4,464,41548,0
161.137.46.10,24.186.4.200,16469,44752,ICMP,55.16,167,64161,0
162.95.244.156,186.13.136.102,43005,46005,UDP,49.07,591,29084,0
31.251.192.162,233.68.145.133,30364,47015,ICMP,3.75,621,31539,0
184.163.85.206,92.138.8.250,22128,20231,ICMP,30.43,869,4430,1
254.167.164.33,196.75.175.186,3883,51693,ICMP,51.87,7,24436,1
241.60.167.236,117.4.58.97,13263,53696,TCP,35.81,652,79424,0
165.139.170.238,171.122.143.222,45893,18295,TCP,32.99,65,50513,1
154.121.207.96,83.237.210.208,53552,44261,ICMP,41.66,951,66469,0
64.175.182.230,110.56.120.155,38154,45413,UDP,30.76,802,92060,0
115.125.188.46,73.44.18.22,59394,61098,ICMP,33.28,764,43389,0
181.198.33.185,33.118.88.251,37313,2157,ICMP,27.41,426,58609,1
175.145.47.137,94.105.5.244,12183,13353,ICMP,23.47,897,20263,0
185.87.104.40,85.26.199.123,65241,470,ICMP,13.74,502,95780,1
245.139.125.234,135.10.127.162,52345,32613,UDP,16.48,133,62580,0
70.17.132.196,160.35.34.75,49694,14218,TCP,55.17,89,86479,1
230.130.163.47,167.183.5.3,22322,11703,ICMP,36.9,297,72129,0
212.178.232.192,200.207.178.145,40581,57969,UDP,46.68,124,60628,0
109.167.228.182,168.88.104.244,18252,1443,UDP,47.24,538,42612,1
239.99.72.160,32.242.10.99,15500,17135,TCP,32.52,152,8688,1
139.82.250.127,46.202.111.217,1890,51221,UDP,46.95,442,93049,1
254.186.233.154,3.50.203.7,27529,13710,ICMP,41.84,411,51867,0
62.40.235.112,96.243.216.216,8206,52930,TCP,6.6,135,1710,0
74.183.218.101,177.174.66.109,10488,13904,UDP,2.65,360,29720,1
208.122.127.144,229.193.52.37,35451,34539,UDP,11.58,776,11746,1
117.213.239.24,59.88.92.237,46043,38105,ICMP,20.81,216,92417,0
53.207.50.222,206.107.225.237,12456,16479,ICMP,56.13,53,68711,0
123.230.98.64,121.90.128.34,2518,1540,ICMP,6.3,337,25138,1
156.82.21.122,125.109.95.195,50884,43284,UDP,44.59,787,60687,1
72.185.14.188,206.45.167.57,21398,16118,ICMP,24.1,460,93613,1
138.89.83.115,205.87.76.228,12425,63210,ICMP,33.7,536,67654,1
158.156.239.103,223.139.216.42,3129,53681,UDP,17.52,572,62130,1
140.216.173.91,195.204.9.3,18903,38374,UDP,48.55,461,69766,1
20.216.46.192,119.170.73.25,13415,54026,ICMP,59.65,248,3649,1
226.138.74.254,27.239.102.20,58338,62784,TCP,4.27,978,36979,0
24.6.173.6,50.70.216.61,41918,34693,UDP,35.99,610,194,0
90.71.138.77,3.161.181.83,25015,18085,UDP,46.4,390,95660,0
182.152.241.118,47.235.161.119,63404,11696,UDP,27.44,421,31589,0
191.200.21.121,62.116.135.194,22113,14322,UDP,39.04,523,40372,1
129.71.156.120,36.253.219.248,57415,59322,UDP,23.87,286,39257,0
81.242.93.145,228.121.231.118,8272,39962,UDP,2.59,625,66998,0
205.197.243.169,122.92.98.109,27912,9975,TCP,45.48,805,55890,1
168.155.170.109,127.60.219.148,50605,52895,ICMP,50.06,622,43450,0
76.240.187.97,42.159.168.76,39339,41700,ICMP,48.47,261,64265,0
199.208.167.62,36.69.38.36,749,60618,TCP,40.0,283,13625,1
208.174.145.164,204.122.83.190,10933,10944,TCP,48.74,663,13093,0
86.117.207.28,77.101.200.178,10134,17203,ICMP,27.18,778,26479,0
236.150.80.55,158.25.164.135,3416,64394,UDP,0.96,680,98097,0
2.43.224.9,129.77.213.250,19377,6719,ICMP,16.5,979,34518,0
200.123.11.158,83.55.94.38,34062,55378,ICMP,54.99,898,3530,1
103.133.249.185,236.10.179.86,14199,23467,TCP,39.63,84,43311,0
216.195.120.22,96.77.165.60,48403,42244,ICMP,10.42,248,67252,0
47.254.201.7,92.35.62.154,61802,3598,ICMP,29.24,549,9566,0
122.72.179.72,47.241.140.92,11561,43988,TCP,14.9,836,5789,0
112.18.64.40,76.233.35.201,37575,27054,ICMP,5.34,172,30468,0
40.119.193.86,40.58.24.233,3756,52921,TCP,13.2,404,36687,0
207.188.209.73,30.206.234.192,38323,21692,TCP,27.21,908,98342,1
29.58.62.27,147.123.13.110,5509,55681,UDP,5.0,469,64146,0
94.38.122.109,205.30.216.108,34114,34158,ICMP,22.03,692,89755,0
73.101.140.129,223.14.214.255,52250,31201,TCP,44.46,911,78442,1
93.52.130.171,235.103.147.32,38779,26581,TCP,41.69,142,87770,0
63.131.170.84,83.160.49.63,14072,12863,UDP,9.59,494,5466,1
237.183.55.117,249.105.45.93,59304,51007,ICMP,10.86,489,34287,0
43.39.231.131,30.212.218.223,41833,64250,TCP,5.45,598,73824,0
170.25.142.237,126.149.123.153,15943,51075,TCP,9.65,699,26461,0
13.243.109.65,141.201.39.35,49358,1392,TCP,1.28,17,39228,1
186.51.77.143,238.202.37.73,33744,47910,TCP,29.32,97,37370,0
181.221.208.204,28.56.36.189,21960,56075,UDP,10.95,657,19439,1
66.214.188.134,200.149.214.250,43744,26184,TCP,35.51,170,88752,0
126.12.57.107,66.209.243.66,13743,55783,UDP,0.72,379,14121,0
158.99.241.185,3.111.99.221,63942,6407,UDP,44.35,599,97851,0
170.119.135.26,200.233.72.85,17891,64497,TCP,41.42,843,96844,1
225.90.40.90,148.156.11.11,37992,60357,UDP,59.51,721,72565,1
22.50.65.219,14.7.6.223,45199,60251,UDP,52.08,602,84622,1
78.14.221.31,38.68.99.193,36416,14911,TCP,31.83,139,67484,0
100.109.3.30,173.97.139.140,29849,20332,TCP,54.53,831,30867,0
184.30.105.212,48.33.2.194,22111,45698,ICMP,18.89,132,3461,0
67.204.80.106,153.13.121.8,45652,8672,TCP,20.81,327,35209,0
109.123.2.138,27.154.95.88,47245,16926,TCP,36.16,519,73168,1
74.79.125.169,41.206.245.160,20489,62607,ICMP,22.88,579,99570,0
223.228.204.225,38.227.166.5,61339,22876,UDP,16.45,573,77287,1
184.107.219.143,165.253.247.240,61698,57584,ICMP,14.38,291,24727,0
214.231.98.89,154.100.34.188,16019,39873,UDP,34.64,322,22965,0
222.121.157.230,22.211.117.248,28402,57432,UDP,17.09,355,2048,0
177.193.81.149,220.116.122.54,1656,7078,ICMP,12.2,293,16844,1
140.209.102.234,246.1.15.224,21430,64604,ICMP,38.52,720,30337,1
250.2.36.138,56.84.221.189,38428,37871,UDP,24.19,927,89472,0
147.104.55.167,220.97.55.228,54114,43107,UDP,4.97,384,95964,0
186.45.250.182,96.90.114.148,5861,55293,ICMP,54.84,716,56562,1
156.137.19.2,252.2.229.62,32493,31559,ICMP,48.92,542,71568,0
40.131.254.143,47.66.6.161,15400,45756,UDP,14.54,613,34009,0
185.237.157.145,232.34.25.93,34787,23570,UDP,18.3,724,98014,1
126.72.223.106,183.64.92.12,55425,4987,ICMP,37.56,965,98471,0
169.138.167.46,133.64.160.108,29658,683,TCP,41.02,633,77045,1
93.158.189.15,40.131.173.3,42209,34438,ICMP,47.19,280,76592,1
144.248.125.117,82.77.155.65,40298,64205,TCP,35.88,253,37534,0
118.42.28.244,186.35.199.163,18782,59003,ICMP,48.48,379,10802,0
188.110.20.196,160.218.87.128,1527,6721,TCP,25.78,465,8006,1
49.222.210.106,242.44.228.29,56819,9371,TCP,40.03,410,83540,0
139.58.254.97,65.217.229.178,7569,15396,UDP,37.1,706,64928,1
80.222.158.12,192.203.122.249,25606,18005,ICMP,41.68,421,31586,1
144.189.141.22,113.203.191.176,3963,42775,UDP,25.28,80,65113,0
189.141.67.83,140.115.209.104,1602,27903,ICMP,17.61,872,79274,0
167.135.142.127,85.84.128.163,49335,18842,ICMP,53.83,422,79539,0
29.133.174.26,161.200.103.27,52155,1876,UDP,22.3,803,97609,0
231.174.6.183,157.78.82.162,34296,54959,ICMP,57.2,202,51860,0
230.31.104.137,82.39.204.41,47965,56764,TCP,49.23,186,95125,1
72.161.232.242,139.175.206.77,16641,50191,UDP,15.51,499,66361,0
162.166.145.88,177.227.69.133,783,38900,ICMP,4.73,875,24257,0
141.1.134.32,4.79.155.142,32793,51877,UDP,22.19,961,82595,0
67.54.169.255,95.130.63.95,42823,24503,ICMP,23.3,469,84906,1
156.118.132.37,106.91.110.26,15140,50709,TCP,15.95,364,39898,1
100.83.59.103,9.176.42.68,59850,24224,ICMP,27.11,749,7411,0
46.42.224.132,215.255.233.253,13531,13107,TCP,37.14,911,58673,0
231.82.254.53,27.9.186.62,40772,22816,ICMP,15.48,705,88640,0
22.154.40.106,160.5.121.70,16993,28578,UDP,1.77,575,10850,0
15.191.101.126,175.21.153.64,2639,26984,ICMP,28.8,488,29383,1
157.75.98.128,27.56.175.161,63084,49693,UDP,59.18,945,45542,0
70.127.228.238,218.225.231.7,34940,36434,UDP,38.78,106,90680,1
248.230.99.253,49.76.157.204,11421,1771,TCP,20.69,536,40677,0
199.96.161.253,133.33.19.53,3873,14034,TCP,52.36,673,72748,0
52.99.174.57,183.69.249.228,43556,62699,TCP,9.54,245,87029,1
123.213.173.170,115.228.131.154,25820,28670,TCP,42.67,673,13262,0
86.14.170.246,20.33.194.37,64526,30711,UDP,5.91,803,53885,0
185.186.151.89,87.91.93.171,15786,12014,ICMP,6.31,736,17909,0
147.215.177.131,6.55.43.188,58371,27170,ICMP,8.9,185,29936,0
202.246.185.131,166.65.89.148,51273,32645,ICMP,4.99,688,13594,0
125.244.88.79,63.238.135.129,37584,22592,ICMP,40.81,808,56840,0
76.170.112.102,225.166.78.123,12048,30765,ICMP,25.5,921,17907,1
32.65.242.202,221.255.62.105,57372,35668,UDP,14.31,882,28049,1
244.8.194.140,234.52.184.5,8810,60130,TCP,38.2,552,82670,0
175.8.242.110,184.146.127.2,31722,39096,ICMP,5.65,298,92039,1
53.148.54.201,105.210.231.77,26223,33337,ICMP,53.36,313,68079,1
162.18.196.64,11.84.248.233,15371,30249,ICMP,49.02,874,29436,1
26.86.150.210,88.239.85.70,60557,54951,ICMP,6.23,645,80905,0
186.172.152.107,222.172.214.194,37622,51429,TCP,14.68,535,42553,0
43.145.101.76,89.119.248.165,42308,16633,ICMP,24.11,408,10740,1
110.147.99.102,255.53.70.55,13466,24959,TCP,57.18,33,60931,0
253.63.99.143,112.77.208.37,1214,65472,UDP,20.43,630,93715,0
171.136.91.136,107.252.6.10,31900,37666,ICMP,23.13,236,50329,1
148.200.192.12,239.92.145.202,64157,13963,UDP,11.73,371,48200,1
205.157.220.137,141.217.137.232,64003,40825,ICMP,44.63,746,18764,0
128.39.68.52,137.161.3.26,5006,42807,UDP,54.58,723,34812,1
53.209.12.141,159.226.160.235,64694,37390,UDP,39.32,894,10603,0
155.197.231.195,192.72.197.213,33132,57620,UDP,37.96,512,6224,1
195.183.166.240,179.121.46.189,81,2120,TCP,55.0,998,43322,0
194.192.18.247,64.67.142.42,27874,50091,TCP,30.68,549,89466,0
254.44.83.73,247.96.150.198,44053,12538,UDP,26.01,171,79907,1
121.206.119.43,190.33.20.14,51258,5086,TCP,41.92,556,65362,1
4.182.5.82,153.13.108.161,50857,20124,UDP,43.46,130,18691,0
197.28.231.24,228.22.90.193,3293,43323,UDP,51.54,344,51071,0
158.161.136.27,165.174.123.15,29126,45819,TCP,39.17,921,87227,0
118.221.193.145,142.131.81.23,44978,10808,UDP,13.5,87,1820,1
46.133.129.236,170.39.164.172,38756,57883,TCP,38.57,663,17962,0
153.127.50.156,39.77.146.150,23937,6311,UDP,15.9,358,53353,1
197.183.166.97,1.253.152.179,20464,42916,TCP,8.21,693,30628,1
194.193.187.78,96.239.104.245,20034,50914,UDP,29.96,487,92091,0
166.218.108.114,229.196.143.145,29066,56062,ICMP,43.55,348,21055,1
184.194.17.50,59.230.182.138,62861,37759,ICMP,51.12,429,66923,0
105.198.251.47,104.22.124.52,32448,9795,ICMP,47.53,401,46007,0
248.70.137.70,24.126.116.55,54582,54816,TCP,4.65,380,41166,1
79.154.155.191,93.85.88.109,23135,11604,TCP,44.23,375,89645,0
66.186.230.203,252.248.157.135,25107,12873,ICMP,40.95,35,48837,1
245.179.76.238,98.165.37.168,30779,12692,ICMP,21.77,249,88140,0
114.161.75.192,247.124.48.190,3965,11840,TCP,19.8,273,45416,1
142.177.76.45,126.141.143.140,4078,45033,UDP,9.05,775,58829,0
24.160.105.167,137.127.176.203,29283,30619,ICMP,18.51,597,29515,0
136.8.215.199,209.60.238.95,57806,46512,UDP,44.63,699,40384,0
192.13.125.155,183.119.147.78,16392,25740,ICMP,18.74,973,36296,1
212.135.133.32,105.85.77.93,13158,37456,UDP,6.31,353,36201,0
255.115.6.164,132.226.43.150,17432,25717,TCP,12.31,37,7840,0
213.246.42.120,140.89.160.122,46835,24149,UDP,36.09,541,68911,0
11.6.202.74,33.154.42.54,36093,31852,TCP,22.61,765,82659,0
29.124.84.93,180.31.64.71,21315,6087,TCP,10.47,954,43306,1
145.94.188.59,98.108.17.55,42920,22752,ICMP,31.22,624,5316,1
19.7.130.175,192.124.133.104,10039,60366,UDP,51.43,813,74878,0
223.225.184.154,33.236.130.148,1831,2282,UDP,38.84,516,80998,1
31.193.112.218,58.113.170.89,36975,584,UDP,25.85,397,42494,1
208.31.213.255,30.132.253.233,22779,39936,UDP,24.11,80,19394,1
255.212.224.233,112.30.195.70,7801,24962,ICMP,25.61,696,51180,0
5.151.54.85,154.68.18.92,57951,51947,UDP,2.64,664,84244,0
183.202.55.192,68.170.192.135,48716,43349,ICMP,38.01,478,86666,0
52.239.253.236,74.2.248.96,1799,30637,UDP,51.39,309,74667,0
145.210.43.106,13.216.119.74,23374,41775,UDP,53.51,943,80051,0
209.177.178.228,160.217.36.246,34655,61402,TCP,10.8,719,63518,1
186.36.171.47,239.185.140.121,22884,42624,TCP,45.91,192,19909,1
7.162.77.50,139.134.246.201,38320,54879,ICMP,51.22,797,15944,1
125.167.253.73,134.226.128.178,2676,55969,ICMP,31.76,854,29603,1
154.185.114.221,141.157.254.137,11868,7440,UDP,15.47,209,43581,1
237.174.178.193,155.120.93.229,27997,39977,TCP,8.91,550,74930,0
18.176.133.57,249.236.137.86,30656,44108,TCP,26.97,652,7511,0
114.52.230.176,184.51.54.37,7157,40891,TCP,20.67,538,316,0
158.120.46.216,244.80.37.239,36740,16037,ICMP,21.93,732,53697,0
25.213.231.196,63.133.57.173,18219,45861,TCP,6.99,527,23503,1
100.225.180.169,250.74.238.13,9100,51904,ICMP,45.1,72,30910,0
134.56.162.94,228.116.98.43,34523,51756,UDP,30.66,91,21019,1
63.195.59.69,239.66.93.37,37001,20538,ICMP,2.34,266,12659,1
61.57.17.47,247.137.98.138,42647,5167,ICMP,26.5,698,94139,0
16.106.5.101,16.38.77.4,59026,49011,TCP,33.05,304,55318,1
35.243.118.73,96.223.125.160,46841,21562,UDP,3.76,99,81745,1
124.182.88.154,207.27.15.39,26304,44606,TCP,8.9,204,10918,0
227.132.52.70,35.28.150.30,54800,48149,UDP,41.04,516,85106,1
169.171.204.36,74.250.42.133,21249,12102,ICMP,7.85,512,98783,0
15.149.9.32,99.223.69.53,13308,62149,TCP,7.28,897,27894,0
10.222.66.37,11.4.200.14,50765,17009,UDP,53.53,675,27698,0
244.222.253.113,207.15.44.185,39788,48732,ICMP,28.74,531,87752,1
150.132.229.177,66.205.72.80,62845,22188,TCP,16.22,220,15974,0
198.113.123.192,203.11.242.144,26746,60951,TCP,29.84,427,1898,1
18.130.204.91,247.44.113.231,61968,25170,UDP,43.57,873,90646,0
240.117.5.38,89.120.128.212,23391,23180,UDP,33.66,281,2688,1
109.168.26.231,33.107.13.250,9570,51722,ICMP,37.03,561,57085,1
14.51.117.54,219.92.174.22,12241,15429,ICMP,57.97,94,62970,0
249.45.44.1,21.164.229.189,33716,42634,UDP,36.1,860,91079,1
30.50.252.25,23.41.106.69,4660,62397,TCP,48.54,688,35774,0
144.230.218.27,109.200.64.199,7267,2232,ICMP,31.15,764,64044,0
252.169.154.249,77.70.134.153,37361,35133,ICMP,40.58,934,22110,0
43.31.70.130,137.155.68.22,21640,64664,TCP,49.75,88,62814,0
47.117.101.92,130.99.115.225,42150,7214,TCP,20.02,624,53694,1
25.232.202.240,72.248.189.220,41078,44275,TCP,10.76,349,22025,1
95.158.204.172,213.139.134.180,8367,23677,UDP,44.29,64,54926,0
127.154.50.209,238.155.116.22,25610,26556,ICMP,37.56,254,26772,0
32.149.78.229,67.95.131.228,24960,26931,ICMP,13.41,6,46024,1
1.54.102.47,78.73.45.124,12782,37461,UDP,0.35,469,10650,0
229.188.86.81,56.183.141.124,48771,60754,ICMP,48.85,965,32601,0
199.152.12.27,125.56.116.79,30401,44924,ICMP,8.83,480,75411,0
54.217.132.146,169.206.78.127,47720,23531,TCP,50.2,662,73498,0
6.155.116.216,4.129.83.112,37975,48693,UDP,6.5,658,97231,1
246.241.15.163,10.113.206.152,63529,34974,UDP,36.61,439,41793,1
10.180.13.103,50.163.165.152,36121,21209,UDP,53.69,706,2900,1
79.48.28.174,155.17.90.217,25164,41908,ICMP,59.74,767,43674,0
62.120.90.148,143.109.107.222,53194,8386,UDP,41.33,112,14351,1
181.81.14.166,103.76.21.144,6418,31221,UDP,12.37,992,91797,0
183.149.234.62,73.7.179.197,4983,63162,TCP,48.02,116,54502,1
10.197.238.68,204.113.216.214,16050,19555,UDP,7.34,612,93665,1
246.150.145.220,226.84.145.65,36173,54984,ICMP,48.82,800,86832,1
103.62.105.144,134.224.236.214,37929,62708,TCP,9.32,224,97532,0
156.32.51.43,214.201.253.160,50082,32323,ICMP,15.07,941,11168,0
236.237.41.229,107.172.88.235,7664,7065,ICMP,30.91,287,17314,1
45.249.67.218,207.85.21.120,4111,32319,ICMP,27.55,903,46991,1
225.15.202.74,33.219.236.132,44825,61845,TCP,28.38,870,55015,1
138.123.126.74,73.1.55.161,18,51058,UDP,34.66,275,74842,0
81.193.242.7,119.79.157.205,20383,15873,UDP,8.45,622,53526,1
110.94.10.95,7.109.113.237,28787,28516,TCP,3.44,62,79625,0
30.208.46.160,34.82.71.202,15803,24993,ICMP,54.71,439,98943,1
177.145.253.95,11.83.131.77,7814,39427,ICMP,4.66,949,95748,0
18.145.100.239,22.181.255.96,61418,20789,UDP,56.51,938,69012,0
85.150.238.196,13.194.80.126,63898,32036,TCP,32.38,278,26679,1
228.21.132.121,16.129.34.241,48520,21515,TCP,18.16,306,41869,1
96.157.21.212,51.230.125.53,64108,7368,ICMP,39.18,960,53738,0
193.131.72.134,64.56.61.213,20636,43700,UDP,8.18,130,74740,0
124.211.93.6,130.20.206.194,21373,57648,ICMP,16.89,360,23544,0
168.190.104.29,158.157.151.100,14559,15038,ICMP,25.88,904,33120,0
169.253.130.40,162.147.49.154,44227,37072,ICMP,27.9,625,85030,0
239.24.232.74,7.122.14.70,33631,25399,TCP,39.81,729,55897,0
